Id,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual_binned,Normalized_OverallQual,Normalized_SalePrice
474,RL,14977,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,626,1976,GasA,Ex,Y,SBrkr,1976,0,1976,1,2,0,2,Gd,7,Typ,1,3,908,Y,250,63,0,0,7,2007,New,Partial,440000,High,0.033477492,0.058280788
475,RL,5330,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,298,1494,GasA,Ex,Y,SBrkr,1652,0,1652,1,2,0,2,Ex,6,Typ,0,2,499,Y,96,48,0,0,8,2007,WD,Normal,251000,High,0.033477492,0.033246541
476,RL,8480,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,340,970,GasA,TA,Y,SBrkr,970,0,970,1,1,0,2,TA,5,Typ,0,2,624,Y,0,24,192,0,7,2007,WD,Normal,132500,Medium,0.020923433,0.017550465
477,RL,13125,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,484,1478,GasA,Ex,Y,SBrkr,1493,0,1493,1,2,0,3,Gd,7,Typ,1,2,508,Y,140,39,0,0,4,2008,WD,Normal,208900,Medium,0.025108119,0.027670129
478,RL,13693,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,2153,2153,GasA,Ex,Y,SBrkr,2069,574,2643,0,2,1,3,Ex,9,Typ,1,3,694,Y,414,84,0,0,3,2007,WD,Normal,380000,High,0.037662179,0.050333408
479,RL,10637,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,417,1705,GasA,Ex,Y,SBrkr,1718,0,1718,1,2,0,3,Gd,7,Typ,1,3,826,Y,208,44,0,0,9,2009,WD,Normal,297000,High,0.033477492,0.039339532
480,RM,5925,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,739,907,GasA,TA,Y,SBrkr,1131,0,1131,0,1,0,2,TA,7,Typ,0,2,672,Y,0,72,0,0,3,2007,WD,Alloca,89471,Low,0.016738746,0.011851001
481,RL,16033,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,572,1833,GasA,Ex,Y,SBrkr,1850,0,1850,1,2,0,3,Gd,8,Typ,1,3,772,Y,519,112,0,0,3,2006,WD,Normal,326000,High,0.037662179,0.043180766
482,RL,11846,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,225,1792,GasA,Ex,Y,SBrkr,1792,0,1792,1,2,0,2,Ex,6,Typ,1,3,874,Y,206,49,0,0,8,2006,WD,Normal,374000,High,0.037662179,0.04953867
483,RM,2500,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1915,2005,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,611,910,GasA,Ex,Y,SBrkr,916,910,1826,1,1,1,4,Ex,7,Min2,1,1,164,Y,0,0,0,0,6,2009,WD,Normal,155000,Medium,0.029292806,0.020530732
484,RM,4500,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,319,1216,GasA,Ex,Y,SBrkr,1216,0,1216,1,2,0,2,TA,5,Typ,0,2,402,Y,0,125,0,0,5,2006,WD,Normal,164000,Medium,0.025108119,0.021722839
485,RL,7758,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,411,999,GasA,Gd,Y,SBrkr,999,0,999,1,1,0,3,Gd,6,Typ,0,1,264,Y,0,132,0,0,3,2007,WD,Normal,132500,Medium,0.020923433,0.017550465
486,RL,9600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,506,1113,GasA,Gd,Y,SBrkr,1113,0,1113,0,1,0,3,Gd,5,Typ,1,1,264,Y,0,80,0,0,7,2009,WD,Normal,147000,Medium,0.020923433,0.019471082
487,RL,10289,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,237,1073,GasA,TA,Y,SBrkr,1073,0,1073,1,1,1,3,TA,6,Typ,0,2,515,Y,0,0,0,0,6,2007,WD,Normal,156000,Medium,0.020923433,0.020663189
488,RL,12243,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,486,1484,GasA,Gd,Y,SBrkr,1484,0,1484,0,2,0,3,TA,7,Typ,1,2,487,Y,224,0,180,0,2,2007,WD,Normal,175000,Medium,0.020923433,0.023179859
489,RL,10800,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,290,954,GasA,TA,N,FuseA,1766,648,2414,0,2,0,3,TA,10,Mod,1,2,520,N,142,0,0,0,5,2006,ConLD,Normal,160000,Medium,0.020923433,0.021193014
490,RM,1526,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,115,630,GasA,TA,Y,SBrkr,630,0,630,1,1,0,1,Gd,3,Typ,0,1,286,Y,0,0,0,0,5,2009,WD,Normal,86000,Low,0.016738746,0.011391245
491,RM,2665,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,264,264,GasA,TA,Y,SBrkr,616,688,1304,0,1,1,3,TA,4,Typ,1,1,336,Y,141,24,0,0,6,2008,WD,Normal,115000,Medium,0.020923433,0.015232479
492,RL,9490,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,238,806,GasA,TA,Y,FuseA,958,620,1578,1,1,0,3,Fa,5,Typ,2,1,240,Y,0,0,0,0,8,2006,WD,Normal,133000,Medium,0.025108119,0.017616693
493,RL,15578,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Gd,Y,SBrkr,728,728,1456,0,2,1,3,TA,8,Typ,0,2,429,Y,0,0,0,0,5,2006,New,Partial,172785,Medium,0.025108119,0.022886468
494,RL,7931,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,363,1269,GasA,TA,Y,FuseA,1269,0,1269,0,1,1,3,TA,6,Typ,1,1,308,Y,0,0,0,0,6,2008,WD,Normal,155000,Medium,0.020923433,0.020530732
495,RM,5784,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,190,190,GasA,Gd,Y,FuseA,886,0,886,0,1,0,2,TA,4,Typ,0,1,273,Y,144,20,0,0,12,2009,WD,Normal,91300,Medium,0.020923433,0.012093264
496,C (all),7879,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,225,720,GasA,TA,N,FuseA,720,0,720,0,1,0,2,TA,4,Typ,0,0,0,N,0,523,0,0,11,2009,WD,Abnorml,34900,Low,0.016738746,0.004622726
497,RL,12692,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,1969,3200,GasA,Ex,Y,SBrkr,3228,0,3228,1,3,0,4,Gd,10,Typ,1,2,546,Y,264,75,0,0,5,2007,WD,Normal,430000,High,0.033477492,0.056956225
498,RL,9120,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,697,1026,GasA,Ex,Y,SBrkr,1133,687,1820,1,2,0,4,TA,8,Typ,0,1,240,N,0,100,0,0,6,2008,WD,Normal,184000,Medium,0.029292806,0.024371966
499,RL,7800,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,414,864,GasA,Ex,Y,SBrkr,899,0,899,0,1,0,3,Gd,5,Typ,0,1,288,Y,64,0,0,0,6,2009,WD,Normal,130000,Medium,0.020923433,0.017219324
500,RL,7535,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,522,912,GasA,Fa,Y,SBrkr,912,0,912,0,1,0,2,TA,5,Typ,0,1,297,Y,12,285,0,0,6,2007,WD,Normal,120000,Medium,0.020923433,0.01589476
501,RM,1890,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,316,672,GasA,TA,Y,SBrkr,672,546,1218,0,1,1,3,TA,7,Typ,0,1,264,Y,144,28,0,0,5,2007,WD,Normal,113000,Medium,0.025108119,0.014967566
502,FV,9803,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,466,866,GasA,Gd,Y,SBrkr,866,902,1768,0,2,1,3,Gd,7,Typ,0,2,603,Y,0,108,0,0,2,2008,WD,Normal,226700,Medium,0.029292806,0.030027852
503,RL,9170,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,420,1214,GasA,Ex,Y,SBrkr,1214,0,1214,1,1,0,2,TA,6,Typ,0,2,461,Y,0,0,0,0,4,2007,WD,Normal,140000,Medium,0.020923433,0.018543887
504,RL,15602,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,254,1501,GasA,TA,Y,SBrkr,1801,0,1801,1,2,0,1,TA,6,Typ,2,2,484,Y,0,54,161,0,3,2010,WD,Normal,289000,Medium,0.029292806,0.038279881
505,RL,2308,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,103,855,GasA,TA,Y,SBrkr,855,467,1322,0,2,1,3,TA,6,Typ,1,2,440,Y,260,0,0,0,6,2009,WD,Normal,147000,Medium,0.025108119,0.019471082
506,RM,7596,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,960,960,GasA,Gd,Y,SBrkr,960,1000,1960,0,2,0,4,TA,10,Typ,0,2,400,N,0,0,0,0,7,2009,COD,Normal,124500,Medium,0.020923433,0.016490814
507,RL,9554,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,397,777,GasA,Ex,Y,SBrkr,1065,846,1911,0,2,1,3,Gd,8,Typ,1,2,471,Y,182,81,0,0,9,2006,WD,Normal,215000,High,0.033477492,0.028478112
508,FV,7862,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,1191,1218,GasA,Ex,Y,SBrkr,1218,0,1218,0,2,0,2,Gd,4,Typ,0,2,676,Y,0,102,0,0,9,2009,New,Partial,208300,Medium,0.025108119,0.027590655
509,RM,9600,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,548,689,GasA,Ex,Y,SBrkr,689,689,1378,0,2,0,3,Gd,7,Typ,1,2,360,N,0,0,0,0,10,2008,WD,Normal,161000,Medium,0.029292806,0.02132547
510,RL,9600,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,50,1041,GasA,Ex,Y,SBrkr,1041,0,1041,1,1,0,3,TA,6,Typ,0,1,270,Y,224,88,0,0,7,2009,WD,Normal,124500,Medium,0.020923433,0.016490814
511,RL,14559,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,178,1008,GasA,Ex,Y,SBrkr,1363,0,1363,1,1,0,2,TA,6,Min1,2,1,288,Y,324,42,168,0,6,2009,WD,Normal,164900,Medium,0.020923433,0.02184205
512,RL,6792,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1368,1368,GasA,Ex,Y,SBrkr,1368,0,1368,0,2,0,2,Gd,6,Typ,1,2,474,Y,132,35,0,0,3,2006,New,Partial,202665,Medium,0.029292806,0.026844264
513,RL,9100,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,169,864,GasA,TA,Y,SBrkr,864,0,864,1,1,0,3,TA,5,Typ,0,2,624,Y,0,0,0,0,7,2006,WD,Normal,129900,Medium,0.020923433,0.017206078
514,RL,9187,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,748,1084,GasA,TA,Y,SBrkr,1080,0,1080,0,1,1,3,TA,5,Typ,0,2,484,Y,120,0,0,0,6,2007,WD,Normal,134000,Medium,0.025108119,0.017749149
515,RL,10594,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,Grav,Fa,N,SBrkr,789,0,789,0,1,0,2,TA,5,Typ,0,1,200,Y,0,0,0,0,6,2007,WD,Normal,96500,Medium,0.020923433,0.012782037
516,RL,12220,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,570,2006,GasA,Ex,Y,SBrkr,2020,0,2020,1,2,1,3,Ex,9,Typ,1,3,900,Y,156,54,0,0,9,2009,New,Partial,402861,High,0.041846865,0.053361492
517,RL,10448,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,689,689,GasA,TA,Y,SBrkr,1378,741,2119,0,2,1,3,TA,7,Typ,1,2,583,Y,0,104,0,0,8,2009,COD,Abnorml,158000,Medium,0.025108119,0.020928101
518,RL,10208,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1264,1264,GasA,Ex,Y,SBrkr,1277,1067,2344,0,2,1,3,Gd,7,Typ,1,3,889,Y,220,0,0,0,7,2009,WD,Normal,265000,Medium,0.029292806,0.035100929
519,RL,9531,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,88,794,GasA,Ex,Y,SBrkr,882,914,1796,1,2,1,3,TA,7,Typ,0,2,546,Y,0,36,0,0,5,2007,WD,Normal,211000,Medium,0.025108119,0.027948287
520,RL,10918,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,1276,1276,GasA,Ex,Y,SBrkr,1276,804,2080,0,1,1,3,Gd,9,Typ,2,1,282,Y,0,0,145,0,6,2009,WD,Normal,234000,Medium,0.029292806,0.030994783
521,RL,10800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,GasA,TA,N,FuseA,694,600,1294,0,2,0,3,TA,7,Typ,0,0,0,N,220,114,0,0,8,2008,WD,Normal,106250,Low,0.016738746,0.014073486
522,RL,11988,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,467,1244,GasA,Ex,Y,FuseA,1244,0,1244,0,1,1,3,TA,6,Typ,2,1,336,Y,0,40,0,0,5,2007,WD,Normal,150000,Medium,0.025108119,0.019868451
523,RM,5000,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,605,1004,GasA,Ex,Y,SBrkr,1004,660,1664,0,2,0,3,TA,7,Typ,2,2,420,Y,0,24,0,0,10,2006,WD,Normal,159000,Medium,0.025108119,0.021060558
524,RL,40094,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,878,3138,GasA,Ex,Y,SBrkr,3138,1538,4676,1,3,1,3,Ex,11,Typ,1,3,884,Y,208,406,0,0,10,2007,New,Partial,184750,High,0.041846865,0.024471308
525,RL,11787,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,660,1379,GasA,Ex,Y,SBrkr,1383,1015,2398,1,2,1,3,Gd,8,Typ,1,3,834,Y,239,60,0,0,8,2007,WD,Normal,315750,Medium,0.029292806,0.041823088
526,FV,7500,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1257,1257,GasA,Ex,Y,SBrkr,1266,0,1266,0,2,0,3,Gd,6,Typ,1,2,453,Y,38,144,0,0,4,2006,WD,Normal,176000,Medium,0.029292806,0.023312315
527,RL,13300,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,551,928,GasA,TA,Y,SBrkr,928,0,928,0,1,0,2,TA,4,Typ,0,1,252,Y,261,0,0,0,6,2007,WD,Normal,132000,Medium,0.020923433,0.017484236
528,RL,14948,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,122,1452,GasA,Ex,Y,SBrkr,1476,1237,2713,1,2,1,3,Ex,11,Typ,1,3,858,Y,126,66,0,0,11,2008,New,Partial,446261,High,0.037662179,0.059110097
529,RL,9098,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,180,528,GasA,Ex,Y,SBrkr,605,0,605,1,1,0,2,TA,5,Typ,0,0,0,N,0,0,0,0,7,2007,WD,Normal,86000,Low,0.016738746,0.011391245
530,RL,32668,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1957,1975,Hip,CompShg,Wd Sdng,Stone,None,0,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,816,2035,GasA,TA,Y,SBrkr,2515,0,2515,1,3,0,4,TA,9,Maj1,2,2,484,Y,0,0,0,0,3,2007,WD,Alloca,200624,Medium,0.025108119,0.02657392
531,RL,10200,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,678,1461,GasA,Ex,Y,SBrkr,1509,0,1509,1,2,0,3,Gd,5,Typ,1,2,600,Y,224,0,0,0,8,2008,WD,Abnorml,175000,Medium,0.025108119,0.023179859
532,RM,6155,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,611,611,GasA,Ex,Y,SBrkr,751,611,1362,0,2,0,3,TA,6,Typ,0,2,502,Y,0,0,0,0,6,2008,WD,Normal,128000,Medium,0.025108119,0.016954411
533,RL,7200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,Ex,Y,SBrkr,827,0,827,0,1,0,2,TA,5,Mod,1,1,392,Y,0,0,0,0,4,2010,WD,Normal,107500,Medium,0.020923433,0.014239056
534,RL,5000,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Fa,Fa,Slab,TA,TA,No,Unf,0,Unf,0,0,GasA,Fa,N,FuseF,334,0,334,0,1,0,1,Fa,2,Typ,0,0,0,N,0,0,0,0,1,2007,WD,Normal,39300,Low,0.004184687,0.005205534
535,RL,9056,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,707,707,GasA,Ex,Y,SBrkr,707,707,1414,0,2,1,3,Gd,6,Typ,1,2,403,Y,100,35,0,0,10,2006,WD,Normal,178000,High,0.033477492,0.023577228
536,RL,7000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,148,1117,GasA,TA,Y,SBrkr,820,527,1347,1,1,0,3,TA,5,Typ,0,0,0,N,85,0,0,0,1,2008,WD,Normal,107500,Medium,0.020923433,0.014239056
